id,target
267,0.01859
268,0.03102
270,0.01738
272,0.03589
273,0.03251
274,0.03097
275,0.02653
276,0.01608
277,0.02297
278,0.03841
279,0.05392
281,0.08409
282,0.02241
283,0.04835
287,0.05383
288,0.04619
289,0.05427
290,0.01157
291,0.03690
292,0.08077
293,0.02552
294,0.01326
295,0.01608
296,0.10872
297,0.05742
298,0.03417
299,0.04253
300,0.05927
303,0.02715
304,0.04569
308,0.01456
314,0.07686
315,0.01570
317,0.04772
318,0.04860
320,0.05275
322,0.05360
323,0.02701
327,0.02652
329,0.05469
331,0.02709
332,0.08469
333,0.05821
334,0.01647
335,0.02263
336,0.04574
337,0.04082
341,0.03715
343,0.03350
345,0.03438
347,0.02441
348,0.02191
349,0.04651
352,0.01658
353,0.01848
354,0.05038
355,0.02124
356,0.04833
357,0.01534
358,0.01568
359,0.01971
361,0.07184
362,0.02089
365,0.03470
366,0.04893
368,0.03077
369,0.02271
371,0.01201
373,0.01573
376,0.04757
377,0.01972
379,0.03637
381,0.03490
382,0.03483
383,0.02344
384,0.01944
385,0.02363
386,0.05017
387,0.02293
388,0.07261
390,0.02023
391,0.04108
392,0.08334
393,0.05215
394,0.03130
396,0.02880
400,0.03212
402,0.11860
403,0.02752
405,0.02633
407,0.04197
409,0.04636
411,0.02896
412,0.01253
414,0.07553
415,0.03522
416,0.01047
418,0.01649
419,0.02626
421,0.01080
422,0.08757
423,0.05840
424,0.05491
426,0.01417
427,0.04265
428,0.06285
436,0.02658
438,0.04005
442,0.02128
443,0.02143
445,0.02811
446,0.02167
447,0.01445
450,0.03233
452,0.00971
453,0.04265
455,0.02119
458,0.07518
459,0.02188
461,0.02420
463,0.01408
467,0.08546
470,0.02546
471,0.03339
472,0.02585
476,0.10005
477,0.02320
481,0.03774
482,0.04087
483,0.13206
485,0.01498
487,0.01487
488,0.02577
490,0.03068
492,0.02440
494,0.07089
497,0.07798
499,0.02294
500,0.02913
501,0.01560
503,0.03626
505,0.02383
506,0.04374
507,0.02583
509,0.05024
510,0.03712
511,0.02407
512,0.01335
514,0.02633
515,0.02031
516,0.02048
517,0.07595
519,0.02698
520,0.05858
521,0.01757
522,0.03728
523,0.04456
527,0.03504
530,0.04728
532,0.02999
534,0.03926
536,0.04444
539,0.02517
543,0.01846
547,0.05141
550,0.03004
551,0.04312
552,0.01446
553,0.08527
555,0.01910
556,0.02633
557,0.01898
558,0.05151
559,0.02647
560,0.01858
561,0.04381
565,0.03916
566,0.02116
567,0.03200
571,0.02411
572,0.02211
574,0.01182
575,0.01690
576,0.06461
577,0.04377
578,0.01886
579,0.06175
581,0.00883
587,0.01574
589,0.01999
590,0.08660
591,0.01767
592,0.04205
593,0.03526
594,0.07764
595,0.06140
596,0.01060
597,0.03596
598,0.08292
600,0.02079
602,0.01607
605,0.02908
606,0.05251
607,0.03026
612,0.01438
613,0.02386
614,0.01737
615,0.03847
616,0.02116
617,0.01189
618,0.05327
620,0.02409
621,0.03099
622,0.02356
623,0.01083
628,0.01728
631,0.04166
632,0.02420
633,0.03679
634,0.04760
635,0.05561
637,0.02946
638,0.06522
640,0.05774
643,0.04256
644,0.14398
645,0.04268
646,0.03558
649,0.02232
651,0.03558
653,0.01924
654,0.03779
655,0.09993
656,0.03245
658,0.06574
659,0.00819
661,0.08931
662,0.03190
663,0.05747
664,0.06111
665,0.04352
667,0.02633
668,0.05259
671,0.02938
673,0.04891
674,0.08058
675,0.02040
676,0.03680
677,0.02379
678,0.02849
679,0.02316
680,0.05714
681,0.05294
682,0.08581
683,0.02381
684,0.03407
686,0.07216
687,0.06554
688,0.03718
690,0.01961
691,0.04531
692,0.04737
693,0.02139
694,0.02316
695,0.02384
696,0.01266
698,0.02691
699,0.01270
702,0.03848
703,0.01393
705,0.07761
706,0.04227
707,0.02472
708,0.02064
709,0.05789
710,0.10102
713,0.02229
714,0.03611
715,0.06094
716,0.05264
717,0.06197
718,0.01619
719,0.02157
720,0.02013
721,0.02961
723,0.02095
724,0.03837
726,0.01389
728,0.06726
730,0.05200
732,0.02588
734,0.01274
735,0.05580
737,0.01375
738,0.06051
741,0.03401
742,0.03356
743,0.02550
746,0.03232
747,0.05163
749,0.06446
750,0.06797
752,0.03401
755,0.02985
757,0.01408
758,0.02533
759,0.02265
765,0.02205
766,0.01309
767,0.07856
768,0.02201
769,0.02853
770,0.01232
771,0.01867
772,0.01427
773,0.03908
775,0.02979
776,0.02899
778,0.04545
779,0.03892
780,0.02044
782,0.03811
783,0.03938
784,0.03486
785,0.01891
786,0.03113
788,0.03985
789,0.02869
792,0.10517
793,0.02567
794,0.04098
797,0.06583
798,0.02321
799,0.05631
800,0.05590
801,0.07051
802,0.12143
805,0.02773
807,0.04189
808,0.00707
811,0.03244
813,0.03000
814,0.03846
815,0.05780
816,0.03935
817,0.02208
819,0.02316
821,0.03135
823,0.01952
825,0.02682
826,0.01271
827,0.02057
828,0.02057
830,0.03663
831,0.04796
833,0.02839
834,0.10521
835,0.01967
836,0.02307
837,0.03997
838,0.06362
840,0.02764
842,0.01704
844,0.03829
845,0.05262
847,0.05124
848,0.04964
850,0.01537
851,0.03614
852,0.04128
853,0.09935
855,0.01699
856,0.04372
857,0.02393
859,0.03377
860,0.04485
862,0.06480
863,0.04943
864,0.02927
867,0.01890
868,0.02014
869,0.01263
871,0.02209
873,0.03844
875,0.04930
876,0.07363
877,0.03714
879,0.07870
880,0.06920
883,0.02875
884,0.01475
885,0.04348
886,0.02233
887,0.02887
888,0.01789
891,0.04064
893,0.02313
895,0.17581
897,0.02452
898,0.07999
901,0.04034
902,0.03254
904,0.04655
905,0.02727
907,0.09355
908,0.03259
909,0.02605
910,0.01790
911,0.01525
913,0.05109
914,0.02198
915,0.06028
916,0.01886
917,0.02109
919,0.03009
920,0.01594
923,0.02903
924,0.01848
925,0.04218
926,0.03555
928,0.03559
929,0.01675
932,0.03341
935,0.03067
936,0.06625
937,0.01533
938,0.03762
939,0.02327
940,0.05809
941,0.02166
944,0.03981
945,0.01955
946,0.06250
947,0.03485
949,0.03725
950,0.01989
952,0.03130
953,0.05280
955,0.01306
956,0.02759
957,0.01496
960,0.03828
961,0.02477
962,0.03250
963,0.02729
964,0.03655
967,0.03569
975,0.03028
976,0.03411
977,0.02068
978,0.02362
980,0.01875
985,0.06888
986,0.05477
987,0.01967
989,0.03581
992,0.02408
994,0.03346
995,0.01594
996,0.01702
997,0.08230
998,0.01885
999,0.07361
1000,0.02325
1004,0.03276
1005,0.09917
1006,0.01640
1007,0.12278
1010,0.02509
1011,0.07834
1012,0.01346
1013,0.01994
1014,0.02274
1016,0.05626
1018,0.03427
1019,0.03686
1020,0.02912
1022,0.02654
1023,0.02382
1024,0.03627
1025,0.05965
1029,0.01657
1031,0.02160
1032,0.01944
1033,0.02438
1034,0.06457
1035,0.03366
1036,0.02683
1037,0.02474
1038,0.03042
1039,0.01785
1041,0.02447
1043,0.02993
1049,0.07302
1050,0.07328
1051,0.04616
1052,0.01527
1053,0.03855
1054,0.05150
1056,0.03436
1057,0.07539
1060,0.05554
1061,0.01176
1062,0.02486
1063,0.04630
1064,0.05974
1065,0.01209
1066,0.05221
1068,0.02587
1073,0.05349
1075,0.03243
1079,0.01487
1081,0.04383
1083,0.06688
1085,0.02842
1086,0.03404
1087,0.02703
1088,0.03124
1089,0.03022
1090,0.05956
1091,0.02969
1092,0.02472
1095,0.01938
1098,0.02576
1099,0.03215
1100,0.05005
1101,0.10503
1103,0.09288
1104,0.04345
1106,0.01674
1107,0.03604
1108,0.07368
1109,0.03021
1113,0.03201
1114,0.06710
1116,0.04031
1117,0.04487
1118,0.02073
1119,0.04242
1120,0.04556
1121,0.03693
1122,0.02678
1123,0.04820
1125,0.02011
1126,0.01776
1127,0.01552
1128,0.02264
1129,0.02997
1130,0.04563
1132,0.02119
1133,0.06653
1136,0.02009
1137,0.09453
1140,0.04444
1142,0.05964
1144,0.08010
1145,0.02556
1146,0.02999
1148,0.04658
1150,0.03661
1151,0.03094
1153,0.05630
1154,0.02654
1155,0.03850
1156,0.04254
1157,0.02786
1158,0.05570
1160,0.01570
1161,0.05113
1167,0.02430
1168,0.03270
1170,0.02680
1171,0.03302
1173,0.02137
1174,0.06167
1175,0.04350
1176,0.03287
1177,0.01751
1178,0.06744
1179,0.02059
1180,0.03356
1181,0.03829
1182,0.01847
1183,0.02336
1185,0.03255
1188,0.03378
1189,0.00812
1190,0.03640
1191,0.03562
1192,0.03258
1194,0.03383
1197,0.02111
1198,0.04703
1199,0.04661
1200,0.02619
1203,0.07000
1204,0.03453
1207,0.01683
1208,0.04023
1209,0.02429
1210,0.06029
1211,0.02534
1213,0.02297
1214,0.03550
1215,0.02161
1216,0.10871
1217,0.03238
1218,0.02631
1219,0.02389
1223,0.05106
1225,0.03906
1226,0.01929
1228,0.09148
1229,0.01663
1231,0.04905
1232,0.12658
1233,0.02574
1235,0.02542
1238,0.00895
1239,0.02851
1240,0.02594
1241,0.02009
1242,0.02246
1243,0.02837
1244,0.02563
1246,0.11007
1249,0.04092
1250,0.00560
1252,0.01490
1254,0.03533
1255,0.01937
1256,0.02701
1257,0.01174
1258,0.02009
1259,0.11738
1260,0.02562
1262,0.02356
1263,0.01788
1264,0.02530
1265,0.06151
1266,0.01455
1269,0.07528
1270,0.02118
1271,0.01019
1272,0.07333
1273,0.03037
1274,0.03802
1277,0.01742
1278,0.01501
1281,0.01457
1282,0.04080
1283,0.02362
1284,0.01836
1285,0.05072
1286,0.04339
1289,0.01243
1291,0.01205
1292,0.03507
1293,0.08026
1294,0.08454
1295,0.08025
1297,0.02074
1298,0.03521
1301,0.04266
1304,0.05765
1305,0.03874
1307,0.05237
1308,0.03324
1309,0.07049
1313,0.09540
1314,0.04959
1316,0.05964
1317,0.02123
1318,0.04934
1320,0.01943
1321,0.01393
1322,0.01578
1323,0.04079
1325,0.03910
1330,0.02255
1331,0.02636
1334,0.07386
1337,0.02459
1339,0.07741
1340,0.02335
1341,0.02331
1343,0.03287
1344,0.01137
1347,0.03941
1348,0.05768
1350,0.02353
1351,0.04143
1355,0.04274
1356,0.03657
1357,0.04415
1358,0.01623
1360,0.01238
1363,0.03082
1364,0.02169
1366,0.04768
1367,0.05492
1368,0.05911
1369,0.05468
1370,0.03874
1375,0.01741
1376,0.01446
1378,0.09521
1379,0.01801
1380,0.05907
1384,0.00757
1385,0.03506
1386,0.02578
1388,0.02459
1389,0.01838
1391,0.05782
1392,0.02215
1393,0.03303
1395,0.02725
1396,0.02865
1399,0.04194
1400,0.03008
1401,0.03499
1404,0.01742
1405,0.02526
1406,0.04639
1407,0.02872
1409,0.03936
1411,0.01947
1414,0.05219
1415,0.06068
1416,0.03066
1418,0.10780
1419,0.02174
1420,0.01226
1422,0.04175
1424,0.01108
1426,0.04248
1427,0.03919
1428,0.02505
1429,0.03544
1431,0.01479
1432,0.04780
1434,0.04385
1435,0.01395
1439,0.03989
1440,0.05296
1441,0.04809
1442,0.01786
1446,0.06194
1447,0.06358
1451,0.01660
1452,0.01408
1454,0.02093
1457,0.00950
1458,0.02023
1459,0.03369
1461,0.03358
1462,0.02250
1465,0.04553
1468,0.04394
1470,0.01858
1471,0.01605
1472,0.02361
1476,0.04677
1482,0.01132
1485,0.04646
1486,0.04866
1487,0.04452
1489,0.03410
1492,0.02291
1494,0.06764
1495,0.02222
1497,0.02258
1499,0.02403
1500,0.01339
1501,0.02403
1505,0.08226
1507,0.02577
1509,0.04604
1511,0.01084
1513,0.01434
1514,0.03832
1515,0.07342
1517,0.07796
1520,0.10031
1522,0.01676
1523,0.02100
1524,0.08295
1526,0.03788
1527,0.01789
1528,0.02953
1531,0.01959
1533,0.04965
1534,0.06061
1535,0.08157
1538,0.05593
1541,0.05929
1542,0.05171
1543,0.02522
1546,0.05076
1548,0.04069
1549,0.04979
1550,0.02834
1551,0.03896
1553,0.06188
1558,0.03949
1560,0.02411
1561,0.01762
1562,0.02049
1565,0.05085
1566,0.05554
1567,0.01543
1568,0.03460
1569,0.02062
1570,0.02493
1573,0.01728
1576,0.01518
1577,0.01422
1579,0.05387
1580,0.08681
1581,0.02600
1584,0.03245
1586,0.02114
1587,0.02530
1590,0.02460
1591,0.03137
1594,0.02213
1595,0.01369
1596,0.00956
1601,0.04992
1605,0.04937
1607,0.05165
1608,0.01286
1610,0.03105
1611,0.04496
1612,0.03356
1616,0.05964
1617,0.03784
1618,0.02816
1620,0.03128
1621,0.02347
1623,0.03247
1624,0.02852
1625,0.03303
1626,0.03520
1628,0.03345
1630,0.03883
1632,0.02306
1633,0.03456
1635,0.03770
1637,0.03194
1638,0.05598
1639,0.04044
1640,0.02740
1643,0.09839
1644,0.03341
1645,0.05430
1647,0.02418
1649,0.01383
1651,0.03107
1652,0.02103
1654,0.02243
1655,0.02090
1656,0.06432
1658,0.04274
1660,0.01462
1661,0.01786
1662,0.05633
1663,0.01314
1664,0.03682
1665,0.08020
1668,0.06698
1669,0.01912
1673,0.04119
1674,0.06204
1675,0.01926
1676,0.03936
1677,0.01553
1679,0.03282
1682,0.05200
1683,0.04428
1685,0.08368
1687,0.01951
1689,0.02976
1690,0.03629
1694,0.02332
1696,0.02489
1697,0.02315
1699,0.06493
1700,0.03976
1701,0.02724
1702,0.03338
1704,0.02404
1705,0.04768
1708,0.03012
1710,0.01587
1712,0.02094
1719,0.02977
1720,0.01841
1722,0.03433
1723,0.04181
1724,0.03547
1725,0.04540
1726,0.04195
1727,0.02141
1728,0.03110
1732,0.03834
1733,0.04307
1734,0.07754
1735,0.06205
1739,0.01947
1740,0.02455
1741,0.08052
1742,0.03000
1743,0.02541
1744,0.05126
1746,0.04270
1750,0.03769
1753,0.01774
1755,0.02163
1758,0.03281
1760,0.02067
1763,0.01949
1765,0.01763
1766,0.05582
1769,0.02182
1771,0.02769
1772,0.01331
1775,0.03646
1776,0.01873
1778,0.02292
1780,0.08063
1781,0.02674
1783,0.02473
1785,0.01838
1788,0.04467
1791,0.03446
1793,0.05844
1794,0.02151
1796,0.00637
1797,0.03964
1798,0.05048
1800,0.04811
1803,0.05305
1804,0.02855
1810,0.01969
1812,0.02594
1813,0.08203
1816,0.02355
1817,0.02488
1818,0.02593
1819,0.05682
1820,0.02149
1821,0.04484
1822,0.02471
1823,0.02816
1826,0.01442
1827,0.03179
1828,0.02305
1829,0.01927
1830,0.01819
1831,0.03226
1834,0.01853
1836,0.02783
1839,0.04297
1841,0.01180
1846,0.02697
1847,0.02013
1850,0.05547
1852,0.04132
1853,0.04347
1854,0.05272
1855,0.03189
1857,0.05975
1858,0.02562
1860,0.05784
1863,0.04356
1866,0.04025
1868,0.03755
1869,0.02320
1870,0.01778
1874,0.02002
1875,0.01026
1877,0.02172
1878,0.01856
1879,0.01681
1881,0.02618
1882,0.04185
1885,0.03711
1886,0.02877
1887,0.05603
1888,0.00924
1889,0.03261
1890,0.03785
1891,0.03450
1892,0.02471
1894,0.03613
1895,0.09031
1896,0.06683
1897,0.01325
1898,0.09519
1901,0.01944
1904,0.02573
1905,0.04450
1906,0.01391
1907,0.04851
1908,0.06789
1910,0.02931
1911,0.01837
1914,0.02626
1916,0.02014
1919,0.06322
1920,0.08502
1921,0.03455
1922,0.02348
1923,0.05369
1924,0.03314
1926,0.02352
1928,0.01820
1929,0.02990
1931,0.01686
1932,0.05814
1933,0.00943
1934,0.01742
1935,0.02927
1936,0.03316
1937,0.03230
1939,0.02062
1940,0.10374
1942,0.02524
1944,0.04013
1945,0.04665
1946,0.03717
1947,0.01994
1948,0.03040
1954,0.05982
1955,0.09930
1956,0.03457
1958,0.01690
1961,0.01652
1963,0.01090
1967,0.02965
1968,0.01383
1970,0.01752
1971,0.02542
1973,0.04846
1979,0.03227
1980,0.05955
1982,0.01945
1984,0.02791
1986,0.01287
1987,0.09567
1989,0.04933
1990,0.06158
1991,0.05561
1993,0.01941
1994,0.03204
1995,0.02516
1996,0.01777
1999,0.04714
2001,0.02535
2002,0.01970
2005,0.02728
2006,0.01902
2008,0.02749
2009,0.03866
2011,0.03066
2012,0.05832
2013,0.04729
2015,0.02920
2017,0.02631
2019,0.01103
2020,0.02210
2022,0.03231
2023,0.02550
2024,0.02628
2026,0.01730
2027,0.04576
2028,0.02617
2029,0.03407
2030,0.06200
2032,0.03208
2033,0.03244
2035,0.03118
2036,0.02168
2037,0.03533
2038,0.03985
2039,0.02210
2040,0.07002
2041,0.00872
2042,0.06027
2043,0.03266
2044,0.01777
2046,0.11218
2047,0.03839
2048,0.03951
2049,0.04476
2050,0.02802
2054,0.03224
2061,0.03697
2063,0.03518
2064,0.02080
2065,0.02593
2067,0.04755
2068,0.01109
2069,0.03306
2070,0.02975
2072,0.02426
2073,0.02195
2075,0.01612
2076,0.02305
2077,0.02118
2078,0.02829
2079,0.00937
2081,0.02908
2082,0.18889
2085,0.01918
2086,0.07147
2087,0.02459
2088,0.10595
2089,0.05830
2091,0.04359
2092,0.02633
2093,0.05199
2094,0.03041
2095,0.03844
2096,0.06136
2097,0.03024
2099,0.02278
2100,0.10772
2103,0.02065
2104,0.01245
2105,0.01744
2106,0.03437
2107,0.01273
2110,0.03964
2113,0.01656
2114,0.07229
2115,0.04080
2118,0.03373
2119,0.04460
2120,0.02351
2121,0.01905
2123,0.01602
2124,0.05297
2128,0.12858
2129,0.06222
2131,0.05536
2132,0.03775
2133,0.02332
2134,0.05363
2137,0.05544
2140,0.04403
2141,0.02539
2142,0.02299
2146,0.02002
2148,0.06127
2149,0.08711
2151,0.04953
2152,0.03822
2153,0.06375
2154,0.04784
2155,0.03808
2158,0.02622
2159,0.06190
2160,0.02397
2161,0.01405
2164,0.03656
2166,0.02362
2167,0.02327
2170,0.06612
2171,0.07504
2172,0.03896
2173,0.02637
2175,0.08424
2177,0.05097
2178,0.07721
2179,0.04308
2180,0.03253
2182,0.03191
2183,0.02553
2184,0.02726
2186,0.01447
2187,0.03025
2188,0.02526
2189,0.01871
2191,0.02854
2192,0.06994
2194,0.03798
2196,0.02859
2197,0.04338
2198,0.01483
2199,0.03094
2200,0.01727
2201,0.02803
2202,0.01728
2205,0.02286
2206,0.02727
2207,0.05037
2208,0.02455
2212,0.02140
2215,0.02696
2216,0.02300
2217,0.03205
2218,0.02840
2220,0.03855
2221,0.04048
2223,0.05410
2225,0.02601
2226,0.04559
2231,0.01763
2232,0.01725
2233,0.04057
2234,0.03871
2235,0.02179
2236,0.02925
2237,0.04140
2239,0.02847
2240,0.01236
2242,0.01859
2247,0.02280
2248,0.01799
2250,0.03247
2251,0.03819
2255,0.05718
2257,0.01677
2258,0.06378
2259,0.04422
2260,0.01443
2261,0.03920
2263,0.02819
2265,0.03365
2266,0.03107
2267,0.05672
2268,0.03525
2269,0.05102
2270,0.02597
2271,0.03215
2272,0.01709
2273,0.03774
2275,0.02213
2276,0.07929
2277,0.01366
2278,0.04498
2279,0.03743
2282,0.04415
2285,0.03666
2286,0.04018
2289,0.03506
2294,0.05769
2296,0.01865
2297,0.04648
2299,0.04704
2300,0.04227
2301,0.05646
2302,0.01876
2305,0.03233
2306,0.05072
2307,0.03125
2308,0.05080
2310,0.04857
2312,0.04606
2316,0.05964
2317,0.02233
2319,0.05565
2320,0.02879
2322,0.03779
2323,0.01455
2324,0.01601
2326,0.03194
2327,0.01538
2328,0.12649
2329,0.03854
2331,0.03356
2335,0.03608
2338,0.02003
2339,0.11515
2340,0.04518
2341,0.02699
2342,0.04261
2345,0.06406
2349,0.01884
2350,0.01512
2351,0.05315
2353,0.06129
2354,0.03199
2355,0.02658
2356,0.03255
2357,0.09508
2359,0.01257
2360,0.05623
2361,0.05318
2362,0.04433
2364,0.03890
2366,0.02974
2368,0.05176
2369,0.05387
2370,0.03224
2372,0.02890
2376,0.01524
2381,0.02069
2383,0.01885
2384,0.03309
2385,0.04758
2386,0.01610
2388,0.04469
2390,0.02812
2392,0.03238
2394,0.07679
2395,0.03793
2396,0.02080
2397,0.01840
2399,0.06414
2401,0.02818
2402,0.01762
2403,0.05031
2405,0.09749
2406,0.08586
2407,0.06736
2408,0.01887
2410,0.01173
2412,0.04178
2415,0.02251
2417,0.02086
2418,0.05272
2420,0.05111
2421,0.07374
2425,0.07014
2426,0.01798
2427,0.02325
2428,0.01913
2429,0.05197
2434,0.03305
2435,0.02441
2436,0.02086
2437,0.01792
2438,0.02536
2439,0.02656
2441,0.03577
2443,0.03394
2444,0.02816
2445,0.07153
2446,0.05032
2449,0.03262
2452,0.04756
2453,0.09264
2454,0.03049
2455,0.02938
2456,0.05118
2457,0.04557
2460,0.11646
2461,0.01742
2463,0.01735
2465,0.02576
2466,0.01464
2468,0.04331
2469,0.06454
2471,0.02656
2472,0.03424
2473,0.04050
2474,0.04827
2475,0.02550
2476,0.03415
2477,0.02708
2478,0.02182
2480,0.02262
2483,0.02424
2484,0.01424
2486,0.12940
2488,0.02293
2489,0.03496
2490,0.02468
2495,0.05157
2496,0.02804
2497,0.07598
2498,0.03596
2503,0.01957
2505,0.05564
2506,0.03497
2507,0.06134
2508,0.04793
2509,0.01963
2514,0.03523
2515,0.08156
2521,0.06284
2522,0.01898
2523,0.02240
2524,0.04104
2526,0.05057
2527,0.05958
2529,0.05253
2530,0.01920
2531,0.05400
2532,0.03493
2534,0.07936
2535,0.03332
2536,0.01561
2537,0.06624
2539,0.02503
2542,0.02756
2545,0.04537
2546,0.02340
2548,0.02409
2549,0.02885
2550,0.02220
2552,0.03055
2554,0.05207
2555,0.02995
2558,0.02907
2560,0.06520
2563,0.02354
2564,0.05199
2565,0.02805
2571,0.07786
2574,0.05276
2575,0.02379
2576,0.01548
2577,0.05772
2578,0.05888
2579,0.05982
2581,0.05508
2582,0.03697
2583,0.02035
2585,0.03337
2586,0.04578
2587,0.04673
2591,0.03224
2592,0.01732
2594,0.01643
2595,0.06396
2597,0.02279
2598,0.08279
2599,0.03104
2600,0.07910
2602,0.04514
2603,0.01629
2605,0.02561
2606,0.01577
2607,0.03759
2608,0.07038
2609,0.03582
2610,0.05545
2611,0.01294
2613,0.01723
2615,0.01991
2616,0.03616
2621,0.05637
2623,0.03370
2624,0.03404
2625,0.03362
2626,0.02922
2627,0.06795
2628,0.01815
2629,0.02684
2630,0.01701
2631,0.04452
2633,0.06129
2634,0.05155
2635,0.04915
2636,0.02959
2638,0.04179
2639,0.03068
2640,0.01409
2642,0.04060
2643,0.02479
2646,0.03256
2647,0.05979
2648,0.05753
2649,0.02209
2650,0.03891
2652,0.01575
2654,0.02120
2658,0.02021
2659,0.03015
2660,0.02240
2661,0.06080
2662,0.02926
2663,0.02374
2665,0.03427
2666,0.01793
2667,0.02302
2668,0.02356
2671,0.04279
2673,0.04000
2674,0.04193
2675,0.03239
2676,0.04273
2677,0.02619
2678,0.02289
2681,0.01537
2683,0.01987
2685,0.05257
2687,0.03719
2690,0.08390
2692,0.02256
2693,0.01239
2694,0.01692
2695,0.03404
2696,0.05664
2697,0.04049
2698,0.06267
2699,0.02526
2701,0.03029
2702,0.05023
2703,0.06462
2705,0.02959
2711,0.01947
2715,0.02836
2720,0.04154
2721,0.04771
2722,0.05219
2724,0.04759
2726,0.02019
2729,0.01761
2730,0.01390
2731,0.01612
2732,0.03375
2733,0.03082
2734,0.04062
2736,0.02859
2738,0.01828
2739,0.03629
2740,0.01942
2741,0.08984
2743,0.01484
2746,0.04581
2747,0.04062
2750,0.05371
2751,0.04734
2752,0.03191
2753,0.01325
2755,0.04306
2756,0.02488
2757,0.01322
2761,0.03420
2763,0.04322
2764,0.05657
2765,0.02009
2767,0.04455
2769,0.04716
2772,0.02552
2774,0.02956
2776,0.01769
2777,0.01038
2778,0.02532
2782,0.04879
2783,0.00984
2786,0.02354
2790,0.03119
2791,0.01174
2792,0.03836
2793,0.02565
2794,0.02886
2795,0.02276
2796,0.04753
2797,0.03359
2800,0.03267
2801,0.01425
2802,0.02034
2804,0.02616
2805,0.04931
2807,0.01475
2808,0.04088
2811,0.04933
2812,0.02448
2813,0.02927
2814,0.11424
2815,0.04790
2817,0.04450
2819,0.03682
2821,0.02663
2825,0.07436
2828,0.03133
2829,0.03006
2831,0.04000
2832,0.02265
2834,0.04349
2835,0.02491
2836,0.07468
2837,0.06054
2838,0.03931
2840,0.02830
2841,0.01450
2842,0.02811
2843,0.01628
2845,0.01871
2847,0.03490
2848,0.01706
2850,0.02514
2851,0.05365
2854,0.01498
2856,0.01780
2857,0.04876
2858,0.02365
2859,0.01820
2862,0.04271
2864,0.01592
2865,0.06503
2866,0.01409
2867,0.03074
2868,0.02125
2869,0.03952
2871,0.03286
2872,0.01922
2873,0.01750
2874,0.01936
2875,0.02725
2878,0.05012
2882,0.01364
2883,0.03165
2886,0.02062
2887,0.01746
2888,0.03028
2889,0.02721
2892,0.03088
2893,0.02946
2895,0.04576
2897,0.02171
2898,0.05198
2899,0.04421
2903,0.02342
2906,0.02299
2907,0.03482
2909,0.03157
2913,0.01941
2915,0.04231
2916,0.02861
2917,0.03142
2918,0.04498
2921,0.01790
2924,0.05007
2925,0.04926
2928,0.10005
2929,0.04669
2931,0.07020
2932,0.04735
2934,0.04551
2936,0.07439
2937,0.06779
2939,0.02362
2940,0.05971
2941,0.03333
2942,0.02188
2943,0.03201
2946,0.01010
2947,0.03160
2949,0.03776
2952,0.04445
2953,0.03905
2954,0.02541
2956,0.01053
2960,0.03395
2962,0.06303
2964,0.03919
2965,0.01281
2966,0.09989
2967,0.02245
2968,0.04570
2971,0.02540
2972,0.04878
2973,0.04581
2975,0.05818
2976,0.02120
2977,0.07274
